FBgn0000008	Q9W283
FBgn0037549	Q7K4L8
FBgn0037550	Q9VHV6
FBgn0037551	Q9VHV5
FBgn0037552	Q9VHV3
FBgn0037553	E1JJ89
FBgn0037554	Q9VHV1
FBgn0037555	Q8I8V0
FBgn0037556	Q95T08
FBgn0037561	Q9VHU1
FBgn0037562	Q9VHT9
FBgn0037563	Q9VHT8
FBgn0037565	Q9VHT6
FBgn0037566	Q9VHT5
FBgn0037569	Q9VHT2
FBgn0037570	A0A0B4K6X8
FBgn0037571	Q9VHT0
FBgn0037572	Q8MSM9
FBgn0037573	Q9VHS8
FBgn0037574	Q9VHS7
FBgn0037576	Q9VHS4
FBgn0037577	Q9VHS3
FBgn0037578	Q9VHS0
FBgn0037579	Q9VHR9
FBgn0037580	Q9VHR8
FBgn0037581	Q9VHR7
FBgn0037583	Q9VHR5
FBgn0037584	Q9VHR4
FBgn0037589	A0A1Z1CGZ7
FBgn0037590	Q9VHQ7
FBgn0037591	Q9VHQ6
FBgn0037592	Q9VHQ5
FBgn0037594	Q9VHQ2
FBgn0037601	Q9VHP4
FBgn0037602	Q9VHP3
FBgn0037603	Q9VHP1
FBgn0037606	Q9VHN8
FBgn0037607	Q9VHN7
FBgn0037608	Q9VHN6
FBgn0037609	Q9VHN5
FBgn0037610	Q9VHN4
FBgn0037611	Q9VHN3
FBgn0037612	Q8MYW9
FBgn0037613	Q9VHN1
FBgn0037614	Q9VHN0
FBgn0037615	Q8INQ3
FBgn0037616	Q9VHM8
FBgn0037617	Q9VHM7
FBgn0037618	Q9VHM6
FBgn0037619	Q9VHM5
FBgn0037620	Q9VHM4
FBgn0037621	Q9VHM3
FBgn0037622	Q9VHM2
FBgn0037623	Q0KIA2
FBgn0037624	Q9I7K6
FBgn0037625	Q9VHM0
FBgn0037626	Q9VHL9
FBgn0037627	Q8SZ60
FBgn0037630	Q9VHL4
FBgn0037632	Q9VHL2
FBgn0037633	Q9VHL1
FBgn0037634	Q9VHL0
FBgn0037635	Q9VHK9
FBgn0037637	Q9VHK6
FBgn0037638	Q7KSU3
FBgn0037643	Q95U38
FBgn0037644	Q9VHJ7
FBgn0037646	Q9VHJ5
FBgn0037647	Q9VHJ4
FBgn0037648	Q9VHJ2
FBgn0037650	Q9VHJ0
FBgn0037652	Q8INP9
FBgn0037653	Q9VHI7
FBgn0037654	Q9VHI6
FBgn0037655	Q95RX5
FBgn0037656	Q9VHI3
FBgn0037657	Q9VHI1
FBgn0037659	Q9VHH9
FBgn0037660	Q9VHH8
FBgn0037661	Q9VHH7
FBgn0037662	Q9VHH5
FBgn0037664	Q9VHH1
FBgn0037665	Q9VHH0
FBgn0037667	Q9VHG8
FBgn0037668	Q9VHG7
FBgn0037669	Q9VHG6
FBgn0037670	Q9VHG5
FBgn0037671	Q9VHG4
FBgn0037672	Q9VHG3
FBgn0037675	Q9VHG0
FBgn0037676	Q9VHF9
FBgn0037677	Q9VHF8
FBgn0037678	Q9VHF7
FBgn0037679	Q9VHF6
FBgn0037680	Q9VHF5
FBgn0037683	Q9VHF2
FBgn0037684	Q9VHF0
FBgn0037685	Q9VHE6
FBgn0037686	Q9VHE5
FBgn0037687	Q9VHE4
FBgn0037688	Q9VHE3
FBgn0037689	Q8MRQ4
FBgn0037690	Q9VHE0
FBgn0037696	Q9VHD3
FBgn0037697	Q9VHD2
FBgn0037698	Q9VHD1
FBgn0037700	Q9VHC8
FBgn0037702	Q6AWD5
FBgn0037703	Q9VHC5
FBgn0037705	Q9VHC2
FBgn0037707	Q9VHC0
FBgn0037708	Q9VHB9
FBgn0037709	Q9VHB8
FBgn0037710	Q9VHB6
FBgn0037712	Q9VHB4
FBgn0037713	Q9VHB3
FBgn0037714	Q9VHB2
FBgn0037715	Q9VHB1
FBgn0037716	Q9VHB0
FBgn0037717	Q9VHA9
FBgn0037718	Q9VHA8
FBgn0037719	Q709R6
FBgn0037720	Q9VHA6
FBgn0037721	Q9VHA5
FBgn0037722	Q9VHA4
FBgn0037723	Q9VHA1
FBgn0037724	Q9VH99
FBgn0037727	Q9VH96
FBgn0037728	Q9VH95
FBgn0037730	Q9VH93
FBgn0037731	Q9I7K4
FBgn0037734	Q9VH90
FBgn0037736	Q9VH85
FBgn0037737	A8JQW3
FBgn0037739	Q9VH82
FBgn0037741	Q9VH80
FBgn0037742	Q9VH79
FBgn0037743	Q9VH78
FBgn0037746	E1JIH4
FBgn0037747	Q59DX8
FBgn0037749	Q9VH72
FBgn0037750	Q0KI93
FBgn0037751	Q9VH70
FBgn0037753	A8JQW5
FBgn0037754	Q9VH66
FBgn0037755	Q9VH65
FBgn0037756	Q9VH64
FBgn0037757	Q9VH63
FBgn0037758	A0A6H2EG81
FBgn0037759	Q9VH61
FBgn0037760	Q9VH60
FBgn0037761	Q9VH59
FBgn0037762	Q9VH58
FBgn0037763	Q9VH57
FBgn0037764	Q4V3H4
FBgn0037765	Q9VH55
FBgn0037766	A0A0B4KGN9
FBgn0037770	Q9VH48
FBgn0037772	Q9VH46
FBgn0037773	Q9VH45
FBgn0037777	Q9VH39
FBgn0037778	Q9VH38
FBgn0037779	Q9VH37
FBgn0037780	Q9VH36
FBgn0037781	Q8T913
FBgn0037782	Q9VH32
FBgn0037783	Q9VH31
FBgn0037786	Q9VH28
FBgn0037788	Q9VH26
FBgn0037792	Q9VH20
FBgn0037794	Q9VH18
FBgn0037796	A0A0B4KFK4
FBgn0037797	Q9VH13
FBgn0037798	Q0KI91
FBgn0037801	Q9VH09
FBgn0037802	Q9VH08
FBgn0037807	Q9VH02
FBgn0037809	Q9VH00
FBgn0037810	Q8INM3
FBgn0037811	Q9VGZ8
FBgn0037812	V9HVU8
FBgn0037814	Q9VGZ4
FBgn0037815	Q9VGZ2
FBgn0037816	Q9VGZ1
FBgn0037817	Q9VGZ0
FBgn0037818	Q9I7K3
FBgn0037819	Q9VGY8
FBgn0037822	Q9VGY5
FBgn0037824	Q9VGY3
FBgn0037826	Q9VGY1
FBgn0037827	Q9VGY0
FBgn0037828	Q9VGX9
FBgn0037829	Q9VGX7
FBgn0037831	Q8INL2
FBgn0037832	Q9VGX0
FBgn0037834	Q9VGW7
FBgn0037835	Q9VGW5
FBgn0037836	Q9VGW4
FBgn0037837	A0A0B4KGS5
FBgn0037838	Q9VGW2
FBgn0037841	Q9VGW0
FBgn0037842	Q9VGV9
FBgn0037843	Q9VGV8
FBgn0037844	Q9VGV7
FBgn0037845	Q9VGV6
FBgn0037846	Q9VGV5
FBgn0037848	A0A0B4KFQ5
FBgn0037849	Q9VGV1
FBgn0037850	Q9VGV0
FBgn0037852	Q7K0L7
FBgn0037853	Q9VGU7
FBgn0037855	Q9VGU5
FBgn0037856	Q9VGU4
FBgn0037857	Q9VGU3
FBgn0037860	Q9VGT9
FBgn0037862	Q8T4D6
FBgn0037870	Q9VGS6
FBgn0037873	Q9VGS3
FBgn0037874	Q9VGS2
FBgn0037875	Q9VGS1
FBgn0037876	A8JQX6
FBgn0037877	Q9VGR8
FBgn0037878	Q9VGR7
FBgn0037879	Q8T3W8
FBgn0037880	Q9VGR2
FBgn0037881	Q9VGR1
FBgn0037882	Q9VGR0
FBgn0037883	Q9VGQ9
FBgn0037884	Q9VGQ8
FBgn0037885	A0A0B4K658
FBgn0037888	Q8T3W8
FBgn0037889	Q9VGQ3
FBgn0037890	A0A0B4K6E6
FBgn0037891	Q9VGQ1
FBgn0037892	Q9VGP7
FBgn0037894	Q9VGP4
FBgn0037895	Q9VGP3
FBgn0037896	Q9VGP2
FBgn0037897	Q9VGP1
FBgn0037898	Q9VGP0
FBgn0037899	Q9VGN9
FBgn0037900	Q9VGN8
FBgn0037901	Q9VGN7
FBgn0037902	Q9VGN6
FBgn0037906	Q8INK6
FBgn0037908	Q961T8
FBgn0037910	Q9VGM5
FBgn0037911	Q9VGM4
FBgn0037912	Q7KSQ0
FBgn0037913	Q8INK3
FBgn0037915	Q9VGM0
FBgn0037916	Q9VGL9
FBgn0037917	Q9VGL8
FBgn0037918	Q8T007
FBgn0037920	Q7KSP9
FBgn0037921	Q7YZ91
FBgn0037922	Q9VGL2
FBgn0037923	E1JII8
FBgn0037924	Q9VGL0
FBgn0037926	Q9VGK7
FBgn0037930	Q9VGK3
FBgn0037931	Q9VGK1
FBgn0037933	Q9VGJ9
FBgn0037934	Q9VGJ8
FBgn0037935	Q9VGJ7
FBgn0037936	Q9VGJ6
FBgn0037937	Q9VGJ5
FBgn0037939	Q9VGJ3
FBgn0037940	Q9VGJ1
FBgn0037941	Q9VGJ0
FBgn0037942	Q8T4A5
FBgn0037943	Q8T088
FBgn0037944	A0A0B4KFN6
FBgn0037949	Q9VGI1
FBgn0037950	Q9VGI0
FBgn0037955	Q8SXC2
FBgn0037956	Q9VGH2
FBgn0037958	Q9VGH0
FBgn0037960	Q9VGG8
FBgn0037962	Q9VGG6
FBgn0037963	Q9VGG5
FBgn0037964	Q9VGG4
FBgn0037970	Q8INJ3
FBgn0037972	Q8MYX4
FBgn0037973	Q9VGF3
FBgn0037974	Q9VGF2
FBgn0037975	Q9VGF1
FBgn0037976	Q9VGE8
FBgn0037978	Q9VGE5
FBgn0037979	Q9VGE4
FBgn0037980	Q9VGE3
FBgn0037981	Q9VGE2
FBgn0037985	Q9VGD8
FBgn0037986	Q9VGD7
FBgn0037987	Q9VGD6
FBgn0037988	Q95TZ4
FBgn0037989	Q9VGD4
FBgn0037992	A0A0B4K6G0
FBgn0037993	Q9VGD0
FBgn0037994	Q9VGC7
FBgn0037995	Q8T3U8
FBgn0037996	Q9VGC5
FBgn0037997	A0A0B4K759
FBgn0037998	Q9VGC3
FBgn0037999	Q9VGC2
FBgn0038000	Q9VGC1
FBgn0038001	Q9VGC0
FBgn0038002	Q9VGB9
FBgn0038003	Q9VGB8
FBgn0038005	Q9VGB5
FBgn0038006	Q9VGB4
FBgn0038007	Q9VGB3
FBgn0038008	Q9VGB2
FBgn0038009	Q9VGB1
FBgn0038011	Q9VGA8
FBgn0038012	Q9VGA7
FBgn0038013	Q95RN0
FBgn0038014	Q9VGA5
FBgn0038016	Q9VGA4
FBgn0038017	Q9VGA3
FBgn0038018	Q9VGA2
FBgn0038020	Q9VGA0
FBgn0038028	Q9VG91
FBgn0038029	B7Z0S9
FBgn0038032	Q9VG87
FBgn0038033	Q9VG86
FBgn0038034	A0A2U8U1P3
FBgn0038037	Q9VG82
FBgn0038038	Q9VG81
FBgn0038039	Q9VG80
FBgn0038042	Q9VG77
FBgn0038043	Q9VG76
FBgn0038045	Q9VG74
FBgn0038046	Q9VG73
FBgn0038047	Q9VG72
FBgn0038049	Q9VG69
FBgn0038051	Q7KSM4
FBgn0038053	Q9VG64
FBgn0038054	Q9VG63
FBgn0038055	Q9VG62
FBgn0038056	Q9VG61
FBgn0038057	Q9VG60
FBgn0038058	Q9VG59
FBgn0038063	Q4LBB9
FBgn0038065	Q9VG51
FBgn0038067	Q0KI77
FBgn0038068	Q9VG48
FBgn0038069	Q9VG47
FBgn0038070	Q9VG46
FBgn0038071	Q9VG45
FBgn0038072	Q9VG44
FBgn0038073	Q9VG43
FBgn0038074	Q9VG42
FBgn0038076	Q9VG40
FBgn0038078	Q9VG36
FBgn0038079	A8JQY7
FBgn0038080	Q9VG33
FBgn0038082	Q9VG30
FBgn0038083	Q9VG29
FBgn0038084	Q9VG28
FBgn0038087	Q9VG24
FBgn0038088	Q86PF4
FBgn0038089	Q9VG22
FBgn0038090	Q9VG21
FBgn0038092	Q9VG19
FBgn0038095	Q9VG17
FBgn0038097	Q8INI2
FBgn0038098	Q9VG15
FBgn0038099	Q9VG14
FBgn0038100	Q9VG13
FBgn0038102	Q9VG11
FBgn0038105	Q9VG08
FBgn0038106	Q9VG07
FBgn0038107	Q9VG06
FBgn0038108	Q9VG05
FBgn0038109	Q9VG03
FBgn0038110	Q9VG04
FBgn0038113	Q8MS90
FBgn0038114	A0A6F7RXE0
FBgn0038115	Q9VFZ4
FBgn0038118	Q8INH7
FBgn0038122	Q9VFY6
FBgn0038123	Q9VFY5
FBgn0038124	Q9VFY4
FBgn0038125	Q9VFY3
FBgn0038126	Q9VFY2
FBgn0038127	Q9VFY1
FBgn0038128	Q9VFX8
FBgn0038129	Q9VFX6
FBgn0038130	Q9VFX5
FBgn0038131	Q9VFX4
FBgn0038132	Q9VFX3
FBgn0038133	Q9VFX2
FBgn0038134	Q9VFX1
FBgn0038135	Q9VFX0
FBgn0038136	Q9VFW9
FBgn0038139	Q9VFW6
FBgn0038140	Q9VFW5
FBgn0038142	Q9VFW3
FBgn0038143	A0A0B4KFY8
FBgn0038144	Q9VFW0
FBgn0038145	Q9VFV9
FBgn0038146	Q9VFV8
FBgn0038147	Q8SXL2
FBgn0038148	Q9VFV5
FBgn0038149	Q95RA9
FBgn0038150	Q9VFV3
FBgn0038151	Q9VFV2
FBgn0038153	Q9VFV0
FBgn0038156	Q9VFU7
FBgn0038157	Q9VFU4
FBgn0038158	Q9VFU3
FBgn0038159	Q9VFU2
FBgn0038160	Q9VFU1
FBgn0038161	Q9VFT9
FBgn0038163	Q9VFT7
FBgn0038165	Q9VFS9
FBgn0038166	Q9VFS8
FBgn0038167	Q8T9L5
FBgn0038168	Q9VFS6
FBgn0038170	Q9VFS4
FBgn0038172	Q9VFS1
FBgn0038173	Q9VFS0
FBgn0038179	Q9VFR4
FBgn0038180	Q9VFR3
FBgn0038181	Q8I0D4
FBgn0038183	Q9VFR0
FBgn0038186	Q9VFQ4
FBgn0038188	Q9VFP9
FBgn0038189	Q9VFP8
FBgn0038190	Q9VFP7
FBgn0038191	Q9VFP5
FBgn0038194	Q9VFP1
FBgn0038195	Q9VFP0
FBgn0038196	Q9VFN9
FBgn0038197	Q95V55
FBgn0038198	Q9VFN7
FBgn0038199	Q4V4I9
FBgn0038200	Q9VFN5
FBgn0038201	Q8ITC9
FBgn0038202	A0A126GUT7
FBgn0038203	Q9VFN2
FBgn0038204	Q9VFN1
FBgn0038205	Q7KSK2
FBgn0038206	Q9VFM9
FBgn0038207	Q9VFM6
FBgn0038208	Q9VFM5
FBgn0038209	Q9VFM3
FBgn0038210	Q9VFM2
FBgn0038211	Q9VFM0
FBgn0038213	Q9VFL8
FBgn0038214	Q9VFL7
FBgn0038217	Q9VFL4
FBgn0038218	Q9VFL3
FBgn0038219	Q9VFL2
FBgn0038221	Q9VFL0
FBgn0038223	A0A4D6K2J4
FBgn0038224	O77134
FBgn0038225	Q9VFK3
FBgn0038233	Q9VFJ3
FBgn0038234	Q9VFJ2
FBgn0038235	Q9VFJ1
FBgn0038236	Q9VFJ0
FBgn0038237	Q9VFI9
FBgn0038238	Q4V5L4
FBgn0038239	Q9VFI7
FBgn0038240	Q9VFI6
FBgn0038241	Q9VFI5
FBgn0038242	Q9VFI4
FBgn0038243	Q9VFI3
FBgn0038244	Q29R10
FBgn0038246	Q9VFH8
FBgn0038247	Q9VFH5
FBgn0038248	Q9VFH6
FBgn0038250	Q8SX54
FBgn0038251	Q8INF6
FBgn0038252	Q8MSC4
FBgn0038256	Q9VFG7
FBgn0038257	H8F4T3
FBgn0038258	Q9VFG4
FBgn0038260	Q9VFG2
FBgn0038261	Q9VFG1
FBgn0038262	Q9VFG0
FBgn0038266	Q9VFF6
FBgn0038268	Q95T10
FBgn0038269	Q9VFF3
FBgn0038271	Q9VFF0
FBgn0038272	Q9VFE9
FBgn0038273	Q9VFE8
FBgn0038274	Q9VFE7
FBgn0038275	Q9VFE6
FBgn0038277	Q9VFE4
FBgn0038279	Q9VFE2
FBgn0038280	Q9VFE1
FBgn0038281	Q9VFE0
FBgn0038282	Q9VFD9
FBgn0038285	Q9VFD6
FBgn0038286	Q9VFD5
FBgn0038290	Q9VFD1
FBgn0038291	Q9VFD0
FBgn0038292	Q9VFC9
FBgn0038294	Q9VFC7
FBgn0038295	Q8INF0
FBgn0038296	Q9VFC4
FBgn0038299	Q9VFC1
FBgn0038300	Q9VFC0
FBgn0038301	Q9VFB9
FBgn0038302	Q8MRT7
FBgn0038303	Q9VFB7
FBgn0038304	Q9VFB6
FBgn0038306	Q9VFB3
FBgn0038307	Q9VFB2
FBgn0038309	Q9VFA9
FBgn0038311	Q9VFA3
FBgn0038312	Q9VFA2
FBgn0038313	Q9VFA0
FBgn0038315	B7Z0K3
FBgn0038316	Q9VF93
FBgn0038318	Q9VF91
FBgn0038319	Q9VF89
FBgn0038320	Q9VF87
FBgn0038321	Q9VF86
FBgn0038324	Q9VF81
FBgn0038325	Q9VF80
FBgn0038326	Q86BP1
FBgn0038327	Q9VF77
FBgn0038330	Q9VF72
FBgn0038331	Q9VF70
FBgn0038332	Q9VF71
FBgn0038334	Q9VF68
FBgn0038337	Q9VF65
FBgn0038339	A8JR16
FBgn0038342	Q9VF59
FBgn0038343	Q4V645
FBgn0038344	Q9VF56
FBgn0038345	Q9VF55
FBgn0038348	Q8IND5
FBgn0038349	Q9VF51
FBgn0038350	Q9VF50
FBgn0038353	Q9VF46
FBgn0038354	Q9VF45
FBgn0038355	Q9VF44
FBgn0038356	Q9VF43
FBgn0038357	Q8T485
FBgn0038358	Q9VF41
FBgn0038359	Q9VF40
FBgn0038360	Q9VF39
FBgn0038361	Q9VF38
FBgn0038363	Q9VF36
FBgn0038365	Q9VF34
FBgn0038366	Q9VF31
FBgn0038369	Q9VF28
FBgn0038371	Q9VF25
FBgn0038373	Q9VF23
FBgn0038376	Q9VF20
FBgn0038377	Q9VF18
FBgn0038380	Q9VF16
FBgn0038381	Q9VF14
FBgn0038385	Q9VF10
FBgn0038386	Q9VF09
FBgn0038387	Q9VF08
FBgn0038388	Q9VF06
FBgn0038389	Q9VF05
FBgn0038390	Q9VF04
FBgn0038391	Q9VF00
FBgn0038394	Q9VEZ7
FBgn0038395	A0A126GUV0
FBgn0038396	Q9VEZ4
FBgn0038397	Q9VEZ2
FBgn0038398	Q9VEY9
FBgn0038400	Q9VEY5
FBgn0038401	Q9VEY4
FBgn0038402	A0A0B4LH78
FBgn0038404	Q9VEY1
FBgn0038405	Q9VEY0
FBgn0038407	Q961R9
FBgn0038412	Q9VEX1
FBgn0038414	Q9VEW9
FBgn0038415	Q9VEW8
FBgn0038416	Q9VEW7
FBgn0038418	Q9VEW6
FBgn0038419	Q9VEW5
FBgn0038420	Q9VEW3
FBgn0038421	Q9VEW2
FBgn0038422	Q9VEW1
FBgn0038423	Q9VEW0
FBgn0038424	Q9VEV7
FBgn0038425	Q9VEV6
FBgn0038426	Q9VEV5
FBgn0038427	Q9VEV4
FBgn0038428	Q9VEV3
FBgn0038429	Q9VEV2
FBgn0038431	Q4V5J3
FBgn0038432	Q9VEU9
FBgn0038435	Q9VEU6
FBgn0038436	Q9VEU5
FBgn0038437	Q8SZ16
FBgn0038438	Q9VEU2
FBgn0038439	Q9VEU1
FBgn0038440	Q9VEU0
FBgn0038445	Q9VET4
FBgn0038446	Q9VET3
FBgn0038447	Q9VET2
FBgn0038448	A0A0B4KHM5
FBgn0038449	Q9VES7
FBgn0038450	Q9VES6
FBgn0038451	Q9VES5
FBgn0038452	Q9VES4
FBgn0038453	Q9VES1
FBgn0038454	Q9VES0
FBgn0038455	Q9VER7
FBgn0038458	Q9VEQ6
FBgn0038460	Q9VEQ3
FBgn0038461	Q9VEQ2
FBgn0038462	Q9VEQ1
FBgn0038463	Q9VEQ0
FBgn0038465	Q9VEP8
FBgn0038466	H9ZYQ1
FBgn0038467	Q9VEP6
FBgn0038468	Q9VEP4
FBgn0038469	Q9VEP3
FBgn0038470	Q9VEP2
FBgn0038471	Q9VEP1
FBgn0038472	Q9VEP0
FBgn0038473	Q8MT06
FBgn0038474	Q9VEN6
FBgn0038475	Q7KSF5
FBgn0038476	Q8SX89
FBgn0038478	Q9VEN2
FBgn0038479	Q9VEN0
FBgn0038481	Q9VEM8
FBgn0038482	Q9VEM7
FBgn0038484	Q9VEM6
FBgn0038485	Q9VEM5
FBgn0038486	Q9VEM4
FBgn0038487	Q8IH13
FBgn0038488	Q9I7J2
FBgn0038490	Q9VEM1
FBgn0038491	Q9VEM0
FBgn0038492	A0A0B4KG53
FBgn0038494	Q9VEL7
FBgn0038498	Q9BMG9
FBgn0038499	Q9VEL2
FBgn0038504	Q9VEK6
FBgn0038505	Q9VEK5
FBgn0038506	Q9VEK4
FBgn0038507	Q9VEK3
FBgn0038508	Q9VEK2
FBgn0038509	Q9VEK1
FBgn0038510	A8JR34
FBgn0038511	Q9VEJ9
FBgn0038512	Q9VEJ7
FBgn0038515	Q9VEJ4
FBgn0038516	Q9VEJ3
FBgn0038519	Q9VEJ0
FBgn0038523	Q9VEI6
FBgn0038524	Q9VEI3
FBgn0038525	Q9VEI2
FBgn0038526	Q9VEH9
FBgn0038527	Q9VEH8
FBgn0038528	Q9VEH7
FBgn0038529	Q9VEH6
FBgn0038530	Q9VEH5
FBgn0038531	Q9VEH4
FBgn0038532	A0A0B4KHA8
FBgn0038533	Q9VEH2
FBgn0038535	Q960Y8
FBgn0038536	Q9VEG9
FBgn0038539	Q9VEG5
FBgn0038540	Q9VEG3
FBgn0038541	Q9VEG2
FBgn0038542	Q9VEG1
FBgn0038545	Q9VEF6
FBgn0038546	Q9VEF5
FBgn0038547	Q9VEF4
FBgn0038548	Q9VEF3
FBgn0038549	Q8SX40
FBgn0038550	Q9VEF1
FBgn0038551	Q9VEF0
FBgn0038552	Q9VEE9
FBgn0038558	Q9VEE3
FBgn0038564	Q9VED7
FBgn0038565	Q9VED6
FBgn0038566	Q9VED4
FBgn0038567	Q9VED2
FBgn0038568	Q9VED1
FBgn0038569	Q9VED0
FBgn0038570	Q960M4
FBgn0038571	Q9VEC8
FBgn0038575	Q9VEC4
FBgn0038576	Q9VEC3
FBgn0038577	Q9VEC2
FBgn0038578	Q9VEC1
FBgn0038579	Q9VEC0
FBgn0038581	Q9VEB7
FBgn0038582	Q9VEB5
FBgn0038583	Q9VEB6
FBgn0038584	Q9VEB4
FBgn0038585	Q9VEB3
FBgn0038586	Q9VEB2
FBgn0038588	Q9VEA9
FBgn0038589	Q9VEA7
FBgn0038590	Q9VEA6
FBgn0038592	Q9VEA3
FBgn0038593	Q9VEA2
FBgn0038595	Q9VEA0
FBgn0038596	Q9VE99
FBgn0038597	Q9VE98
FBgn0038598	Q9VE97
FBgn0038601	Q9VE94
FBgn0038602	Q9VE92
FBgn0038603	A0A0B4KHC3
FBgn0038606	A0A0B4LIC4
FBgn0038607	Q9VE87
FBgn0038608	Q9VE86
FBgn0038609	Q9VE85
FBgn0038610	Q9VE80
FBgn0038611	Q9VE79
FBgn0038612	Q9VE78
FBgn0038613	Q9VE77
FBgn0038617	Q9VE73
FBgn0038619	Q9VE71
FBgn0038621	Q9VE68
FBgn0038626	Q9VE63
FBgn0038627	Q9VE61
FBgn0038629	Q9VE59
FBgn0038630	Q9VE58
FBgn0038631	Q9VE57
FBgn0038632	Q9VE56
FBgn0038638	Q9VE49
FBgn0038640	E2QCZ5
FBgn0038641	Q9VE46
FBgn0038642	Q9VE45
FBgn0038643	Q59DW1
FBgn0038645	Q9VE40
FBgn0038646	Q9VE39
FBgn0038647	Q9VE38
FBgn0038649	Q8SYL0
FBgn0038651	Q9VE34
FBgn0038652	Q7K3Q2
FBgn0038653	A0A0B4KHD0
FBgn0038654	Q9VE31
FBgn0038655	Q9VE30
FBgn0038656	Q8T975
FBgn0038658	Q9VE26
FBgn0038659	Q8T390
FBgn0038660	Q9VE24
FBgn0038662	Q7KSC4
FBgn0038665	A0A0B4K7H3
FBgn0038666	Q9VE18
FBgn0038672	Q9VE12
FBgn0038673	Q9VE11
FBgn0038674	Q9VE10
FBgn0038675	Q9VE08
FBgn0038676	Q9VE07
FBgn0038678	Q9VE04
FBgn0038679	Q9VE02
FBgn0038680	Q9VE01
FBgn0038681	Q9VE00
FBgn0038682	Q9VDZ9
FBgn0038683	Q9VDZ7
FBgn0038685	Q9VDZ2
FBgn0038686	A0A0B4KHR2
FBgn0038690	Q9V3Q7
FBgn0038691	Q9VDY7
FBgn0038692	Q9VDY6
FBgn0038693	Q9VDY5
FBgn0038694	Q9VDY4
FBgn0038695	Q9VDY3
FBgn0038697	Q9VDY0
FBgn0038700	Q8SXS7
FBgn0038701	Q9VDX6
FBgn0038702	Q9VDX5
FBgn0038704	Q8MSG8
FBgn0038705	A0A6H2EEF7
FBgn0038706	Q9VDW9
FBgn0038708	Q9VDW7
FBgn0038709	Q9VDW5
FBgn0038714	Q4V480
FBgn0038715	Q9VDW0
FBgn0038716	Q9VDV9
FBgn0038717	Q9VDV8
FBgn0038718	Q9VDV7
FBgn0038719	Q9VDV6
FBgn0038720	Q9VDV5
FBgn0038721	A0A0B4JCY1
FBgn0038722	Q9VDV3
FBgn0038723	Q9VDV2
FBgn0038725	A0A0C4FEI3
FBgn0038727	Q9VDU8
FBgn0038730	Q9VDU4
FBgn0038731	Q9VDU3
FBgn0038732	Q9VDU2
FBgn0038733	Q9VDU1
FBgn0038734	Q9VDU0
FBgn0038735	A0A0B4KHF1
FBgn0038737	Q9VDT6
FBgn0038738	Q9VDT5
FBgn0038739	Q9VDT4
FBgn0038740	A0A0B4KGI0
FBgn0038741	Q9VDT2
FBgn0038742	Q9VDT1
FBgn0038744	Q9I7J1
FBgn0038745	A0A0B4LID7
FBgn0038746	Q9VDS6
FBgn0038747	Q9VDS5
FBgn0038749	Q9VDS3
FBgn0038750	Q9VDS2
FBgn0038751	Q9VDS1
FBgn0038752	Q9VDS0
FBgn0038753	Q9VDR9
FBgn0038755	Q9VDR6
FBgn0038756	Q9VDR5
FBgn0038760	Q9VDR1
FBgn0038761	A0A0B4K7I7
FBgn0038763	A0A0B4K6Q5
FBgn0038765	Q9VDQ6
FBgn0038766	Q9VDQ5
FBgn0038767	Q9VDQ4
FBgn0038768	Q9VDQ3
FBgn0038769	Q8T0D9
FBgn0038771	Q7KSB5
FBgn0038772	Q9VDP8
FBgn0038773	Q9VDP7
FBgn0038774	Q9I7J0
FBgn0038775	Q9VDP6
FBgn0038783	Q7KSB4
FBgn0038784	Q9VDN6
FBgn0038787	Q9VDN4
FBgn0038788	Q9I7I7
FBgn0038789	Q9VDN3
FBgn0038790	Q9VDN2
FBgn0038795	Q9VDM7
FBgn0038796	Q9VDM6
FBgn0038797	Q9VDM3
FBgn0038798	Q9VDM1
FBgn0038799	Q7K2N3
FBgn0038803	Q9I7I6
FBgn0038804	Q9VDL4
FBgn0038805	Q86BR8
FBgn0038806	Q9VDL1
FBgn0038808	Q9VDL0
FBgn0038809	Q9VDK9
FBgn0038810	Q9VDK7
FBgn0038811	E1JIR1
FBgn0038814	A0A0B4KGJ7
FBgn0038815	Q9VDK2
FBgn0038816	A0A0B4KHT3
FBgn0038818	Q8T062
FBgn0038819	Q9VDJ8
FBgn0038820	Q9VDJ7
FBgn0038821	Q9VDJ3
FBgn0038826	A0A0B4KHI4
FBgn0038827	Q8MYL1
FBgn0038828	Q9VDI6
FBgn0038829	Q9VDI5
FBgn0038830	Q9VDI3
FBgn0038832	Q8SY05
FBgn0038833	Q9VDH9
FBgn0038834	Q9VDH8
FBgn0038837	Q9VDH5
FBgn0038838	Q9VDH4
FBgn0038839	Q9VDH3
FBgn0038840	A0A0B4KHJ0
FBgn0038842	A8JR58
FBgn0038845	Q9VDG4
FBgn0038846	Q9VDG3
FBgn0038847	Q9VDF9
FBgn0038849	Q9VDF7
FBgn0038850	Q9VDF6
FBgn0038851	Q9VDF1
FBgn0038852	Q9VDF0
FBgn0038853	Q9VDE9
FBgn0038854	Q9VDE8
FBgn0038855	Q95RC5
FBgn0038857	Q9VDE4
FBgn0038858	Q9VDE2
FBgn0038859	Q9VDE1
FBgn0038860	Q8SZZ8
FBgn0038861	Q9VDD9
FBgn0038862	Q9VDD8
